time,job_id,num_gpu,submit_time,start_time,end_time,executed_time,JCT,duration,pending_time,preempt,resume,promote
3420000097,194,100,79,3402000097,3420000097,18000000,3420000018,18000000,3402000018,0,0,0
3438000097,195,100,79,3420000097,3438000097,18000000,3438000018,18000000,3420000018,0,0,0
3456000097,196,100,79,3438000097,3456000097,18000000,3456000018,18000000,3438000018,0,0,0
3474000097,197,100,79,3456000097,3474000097,18000000,3474000018,18000000,3456000018,0,0,0
3492000097,198,100,79,3474000097,3492000097,18000000,3492000018,18000000,3474000018,0,0,0
3510000097,199,100,79,3492000097,3510000097,18000000,3510000018,18000000,3492000018,0,0,0
3528000097,200,100,79,3510000097,3528000097,18000000,3528000018,18000000,3510000018,0,0,0
3546000097,201,100,79,3528000097,3546000097,18000000,3546000018,18000000,3528000018,0,0,0
3564000097,202,100,79,3546000097,3564000097,18000000,3564000018,18000000,3546000018,0,0,0
3582000097,203,100,79,3564000097,3582000097,18000000,3582000018,18000000,3564000018,0,0,0
3600000097,204,100,79,3582000097,3600000097,18000000,3600000018,18000000,3582000018,0,0,0
3618000097,205,100,79,3600000097,3618000097,18000000,3618000018,18000000,3600000018,0,0,0
3636000097,206,100,79,3618000097,3636000097,18000000,3636000018,18000000,3618000018,0,0,0
3654000097,207,100,79,3636000097,3654000097,18000000,3654000018,18000000,3636000018,0,0,0
3672000097,208,100,79,3654000097,3672000097,18000000,3672000018,18000000,3654000018,0,0,0
3690000097,209,100,79,3672000097,3690000097,18000000,3690000018,18000000,3672000018,0,0,0
3708000097,210,100,79,3690000097,3708000097,18000000,3708000018,18000000,3690000018,0,0,0
3726000097,211,100,79,3708000097,3726000097,18000000,3726000018,18000000,3708000018,0,0,0
3744000097,212,100,79,3726000097,3744000097,18000000,3744000018,18000000,3726000018,0,0,0
3762000097,213,100,79,3744000097,3762000097,18000000,3762000018,18000000,3744000018,0,0,0
3780000097,214,100,79,3762000097,3780000097,18000000,3780000018,18000000,3762000018,0,0,0
3798000097,215,100,79,3780000097,3798000097,18000000,3798000018,18000000,3780000018,0,0,0
3816000097,216,100,79,3798000097,3816000097,18000000,3816000018,18000000,3798000018,0,0,0
3834000097,217,100,79,3816000097,3834000097,18000000,3834000018,18000000,3816000018,0,0,0
3852000097,218,100,79,3834000097,3852000097,18000000,3852000018,18000000,3834000018,0,0,0
3870000097,219,100,79,3852000097,3870000097,18000000,3870000018,18000000,3852000018,0,0,0
3888000097,220,100,79,3870000097,3888000097,18000000,3888000018,18000000,3870000018,0,0,0
3906000097,221,100,79,3888000097,3906000097,18000000,3906000018,18000000,3888000018,0,0,0
3924000097,222,100,79,3906000097,3924000097,18000000,3924000018,18000000,3906000018,0,0,0
3942000097,223,100,79,3924000097,3942000097,18000000,3942000018,18000000,3924000018,0,0,0
3960000097,224,100,79,3942000097,3960000097,18000000,3960000018,18000000,3942000018,0,0,0
3978000097,225,100,79,3960000097,3978000097,18000000,3978000018,18000000,3960000018,0,0,0
3996000097,226,100,79,3978000097,3996000097,18000000,3996000018,18000000,3978000018,0,0,0
4014000097,227,100,79,3996000097,4014000097,18000000,4014000018,18000000,3996000018,0,0,0
4032000097,228,100,79,4014000097,4032000097,18000000,4032000018,18000000,4014000018,0,0,0
4050000097,229,100,79,4032000097,4050000097,18000000,4050000018,18000000,4032000018,0,0,0
4068000097,230,100,79,4050000097,4068000097,18000000,4068000018,18000000,4050000018,0,0,0
4086000097,231,100,79,4068000097,4086000097,18000000,4086000018,18000000,4068000018,0,0,0
4104000097,232,100,79,4086000097,4104000097,18000000,4104000018,18000000,4086000018,0,0,0
4122000097,233,100,79,4104000097,4122000097,18000000,4122000018,18000000,4104000018,0,0,0
4140000097,234,100,79,4122000097,4140000097,18000000,4140000018,18000000,4122000018,0,0,0
4158000097,235,100,79,4140000097,4158000097,18000000,4158000018,18000000,4140000018,0,0,0
